id,level,display_name,llm_annotation
C99594498,4,Time-to-digital converter,Engineering
C189973286,4,Markov property,Mathematics
C2775933976,4,Ombrotrophic,Environmental science
C175223733,3,Spot contract,Economics
C2775898472,4,Lactobacillus reuteri,Biology
C155723203,3,Bolted joint,Engineering
C2776031079,3,Xylitol,Chemistry
C2777104032,3,Multiuser detection,Engineering
C194185919,3,Trigonal crystal system,Geology
C2778866549,3,Postherpetic neuralgia,Medicine
C2780861853,4,Interfacial polymerization,Chemistry
C68246026,4,Annexin A1,Biology
C2780472526,4,Glycolic acid,Chemistry
C2778769035,4,Transition edge sensor,Physics
C104247578,2,Aperiodic graph,Mathematics
C2776769236,3,Caterpillar,Biology
C2779594553,3,Hypoventilation,Medicine
C2780271269,4,Single-machine scheduling,Computer science
C2776834422,3,Dioxygenase,Chemistry
C2778515176,3,Uterine cancer,Medicine
C203440823,3,Type D personality,Psychology
C49712288,3,Positive-definite matrix,Mathematics
C129717645,4,Icy moon,Geology
C2777586403,2,Hook,Art
C176233148,4,Norepinephrine transporter,Medicine
C2777219426,4,Synechococcus,Biology
C2777589315,4,NAV1,Medicine
C2779679107,4,Aspartate transaminase,Medicine
C2781389367,4,Normal pressure hydrocephalus,Medicine
C2780526558,3,Good governance,Political science
C2984393311,2,Econometric analysis,Economics
C2781428845,4,Source counts,Computer science
C2778806431,3,Antibiotic sensitivity,Medicine
C1759631,3,Networked control system,Engineering
C2777438239,4,Surfactant protein D,Biology
C163387558,2,Effective field theory,Physics
C3018861615,3,Subcutaneous fat,Medicine
C206654267,3,Algebraic Reconstruction Technique,Mathematics
C2777051993,2,Rifle,Engineering
C7253527,3,Charge radius,Physics
C2779404209,2,Trichloroethylene,Chemistry
C3019338729,2,Armed conflict,Political science
C2780625559,2,Commercialization,Business
C48057960,2,Bargaining power,Economics
C2780368719,2,Computational thinking,Computer science
C173347748,4,Eclogite,Geology
C152565575,2,Conditional random field,Computer science
C2993883737,5,Mammary tissue,Biology
C88216763,5,AKT2,Medicine
C197484155,3,Cation-exchange capacity,Chemistry
C2780767871,4,Pseudoscalar meson,Physics
C149288182,3,Pupillary response,Medicine
C85363599,3,Contemporary art,Art
C3019189323,3,Endomyocardial biopsy,Medicine
C130861313,5,Actin-binding protein,Biology
C148325268,4,Thermoluminescent dosimeter,Physics
C2778745634,3,Refugee crisis,Political science
C2781455004,2,Mycobacterium avium complex,Medicine
C152551177,2,Planetary science,Geology
C7259398,3,Vernalization,Biology
C2780609957,3,Biofabrication,Engineering
C2778474638,3,Immune complex,Medicine
C111963520,3,Chrysotile,Geology
C39321552,3,G protein-coupled bile acid receptor,Biology
C2780547246,4,Norbornene,Chemistry
C3017431592,4,Total thyroidectomy,Medicine
C2776066969,4,Harmonic spectrum,Physics
C20593774,4,W state,Physics
C176900771,3,Magnetic dipole–dipole interaction,Physics
C2910062394,3,Necrotizing pancreatitis,Medicine
C59843425,4,Embryo cryopreservation,Medicine
C7028197,2,Gangue,Geology
C2780261877,3,Rapid diagnostic test,Medicine
C45811908,4,Automotive battery,Engineering
C171889981,2,Free surface,Physics
C31532488,3,Ketone bodies,Medicine
C75699723,2,Buddhism,Philosophy
C2781181269,5,Dynorphin A,Biology
C2775883587,2,Sealant,Materials science
C2776106130,3,Paper mill,Engineering
C203566152,3,Policy studies,Political science
C85735339,2,Stone Age,History
C2777226563,4,Animal-assisted therapy,Psychology
C35858820,2,Theoretical psychology,Psychology
C2781006323,2,Gecko,Biology
C2780422782,3,Acrolein,Chemistry
C30284251,3,MicroMegas detector,Physics
C64828349,3,Ephemeris,Physics
C2776675822,4,Collisionality,Physics
C32619005,4,Protein kinase domain,Biology
C2780754187,2,Mink,Biology
C93033518,3,Proterozoic,Geology
C2776603314,2,Neopterin,Medicine
C2779938440,3,Reductive amination,Chemistry
C2776835041,3,Pseudomonas fluorescens,Biology
C2779778602,3,Deoxygenation,Chemistry
C2780353496,3,Muonium,Physics
C2777064782,2,Mutual fund,Economics
C2776253728,5,Biliverdin,Biology
C115988155,2,Decision problem,Computer science
C2776617576,3,Acarbose,Medicine
C2778790127,2,Erasure,Art
C2993621735,2,Silicate glass,Materials science
C176406525,3,Avidin,Biology
C557252395,3,Diplomacy,Political science
C2778197217,4,Hiatal hernia,Medicine
C3019166669,3,Asian americans,Sociology
C2779622097,2,Capacity building,Sociology
C95812059,3,Optimal foraging theory,Biology
C81764414,3,Dislocation creep,Materials science
C2779896714,3,Xylene,Chemistry
C51575053,3,Bureaucracy,Political science
C15852256,3,Chern–Simons theory,Physics
C2779952866,4,Management of obesity,Medicine
C2779276218,3,Hydrothermal liquefaction,Engineering
C125990524,3,EEG-fMRI,Medicine
C197323446,3,Oversampling,Computer science
C2776900724,3,Laryngeal mask airway,Medicine
C2781184130,3,Internal dosimetry,Medicine
C33766855,5,Physical neural network,Computer science
C122332657,3,Quantum harmonic oscillator,Physics
C16246696,3,Susceptibility weighted imaging,Medicine
C34208539,2,Conservation biology,Biology
C114461151,4,Monoamine oxidase A,Medicine
C80799131,3,Monopolistic competition,Economics
C2778493900,3,Cloak,History
C126090379,4,Iteratively reweighted least squares,Mathematics
C2779736970,4,Fovea centralis,Medicine
C536366893,3,Foreign exchange market,Economics
C129400051,2,Romanian,History
C45018233,4,Quantum cosmology,Physics
C13384339,2,Daylighting,Environmental science
C2781341435,4,Nitrite reductase,Biology
C97037327,3,Ectopic expression,Biology
C2776635150,2,Uremia,Medicine
C107829132,2,Anti-de Sitter space,Physics
C2984157986,2,Periodic orbits,Physics
C2909913381,2,Cardiac Tumors,Medicine
C79638320,3,Judicial independence,Political science
C158816027,2,Respirator,Medicine
C176762198,3,Homeopathy,Medicine
C149271511,2,Rule-based system,Computer science
C29231875,3,Interacting boson model,Physics
C2780049643,4,Fuzzy rule,Computer science
C93132110,4,Thin plate spline,Mathematics
C202577360,3,Stellar wind,Physics
C2776967294,2,Hydrofluoric acid,Chemistry
C2992437641,4,Perinatal mortality,Medicine
C2778931688,3,Borohydride,Chemistry
C73492039,3,Armour,History
C129891060,4,Clock synchronization,Computer science
C2910615947,3,Carbon Ion Radiotherapy,Medicine
C150241267,3,Risk management tools,Business
C55637507,2,Quasiperiodic function,Mathematics
C2778792578,3,Argon plasma coagulation,Medicine
C80640880,2,Triboelectric effect,Physics
C2779543280,4,Leukotriene C4,Medicine
C136199206,5,Lysogenic cycle,Biology
C155008239,3,Differential rotation,Physics
C2778020220,4,Clinoptilolite,Geology
C2777053404,4,Telerehabilitation,Medicine
C132413290,2,Reflective practice,Psychology
C2775849729,4,Ketoacidosis,Medicine
C2777596936,2,Charter,Political science
C152361515,2,Bernoulli's principle,Physics
C2910236225,3,Endotoxic shock,Medicine
C2780884700,3,Water window,Physics
C148493468,2,Functional safety,Engineering
C2777122596,2,Praxis,Philosophy
C2779032433,4,Galleria mellonella,Biology
C2779220645,5,Alectinib,Medicine
C50282329,3,Fresnel diffraction,Physics
C2778707264,2,Calorie restriction,Medicine
C2777807078,2,Transverse colon,Medicine
C15485314,4,Varicap,Engineering
C2776439734,3,Aldose reductase,Biology
C2909878339,4,N-terminal pro-Brain Natriuretic Peptide,Medicine
C156273044,2,Bin,Computer science
C3018759053,2,Ischaemic heart disease,Medicine
C2776741261,2,Live streaming,Computer science
C2776700747,4,Spinal trigeminal nucleus,Medicine
C2986470052,2,Retail industry,Business
C2779680939,3,Weissenberg number,Physics
C96865113,2,Certificate,Business
C2777605182,3,Posterior reversible encephalopathy syndrome,Medicine
C141185391,3,Soil retrogression and degradation,Environmental science
C2779690883,3,Liver abscess,Medicine
C2779766728,3,Olmesartan,Medicine
C139159486,3,Hybrid silicon laser,Engineering
C172269249,2,Marine invertebrates,Biology
C2778940482,2,Pathfinder,Computer science
C16851059,3,Attributable risk,Medicine
C68483431,5,snRNP,Biology
C2780256643,4,Anaplastic thyroid cancer,Medicine
C2992827575,3,Serum bilirubin,Medicine
C203776342,3,Line graph,Mathematics
C610760,2,Endogeneity,Economics
C2777155639,2,Piper,Biology
C2778063736,2,Adolescent health,Medicine
C134621786,3,Ferredoxin,Biology
C139358767,2,Very low frequency,Physics
C74940592,2,Maceration (sewage),Environmental science
C124600460,4,Bond order,Chemistry
C199016294,3,Graphics software,Computer science
C2777427158,4,Flavin mononucleotide,Chemistry
C204017024,2,Optimism,Psychology
C140331021,2,Logit,Mathematics
C2910359755,4,HIV Antigens,Medicine
C2777936996,3,Conformational ensembles,Chemistry
C160110348,4,Casein kinase 1,Biology
C2777775986,3,Early Pleistocene,Geology
C183322885,3,Context model,Computer science
C2777635637,2,Lotus,Biology
C2779055221,5,OLIG2,Biology
C184404459,4,CD59,Medicine
C33054407,5,Software verification,Computer science
C95277225,3,Centrifugal compressor,Engineering
C2779104077,2,Situs inversus,Medicine
C34343649,3,Hemagglutination,Medicine
C2779293432,3,Solvolysis,Chemistry
C58112919,3,Output impedance,Engineering
C2780498532,3,Tubule,Biology
C2776142628,2,Nitroxyl,Chemistry
C2777226104,3,Optical link,Engineering
C2781306077,4,Tetraplegia,Medicine
C42558546,2,Palpebral fissure,Medicine
C2780010897,4,Digestive enzyme,Biology
C7842527,4,Antigenic drift,Biology
C2776053789,4,Spermatocyte,Biology
C2780808130,4,Aurora kinase,Biology
C67174900,4,Minutiae,Computer science
C100691959,3,Kindling,Medicine
C25057246,3,Molecular mechanics,Chemistry
C110201527,4,Functional response,Biology
C6432897,4,Film capacitor,Engineering
C207451115,2,Throwing,Physics
C2775899781,4,Portlandite,Chemistry
C205688572,3,Chromate conversion coating,Materials science
C85890633,3,Capability Maturity Model,Business
C2780470511,3,Nymphalidae,Biology
C2776258039,3,Paracentesis,Medicine
C3017924640,3,Delayed hypersensitivity,Medicine
C2780667556,4,Metered-dose inhaler,Medicine
C26242798,5,Peak inverse voltage,Engineering
C2781423102,4,Nitrospira,Biology
C4907923,3,Filamentation,Physics
C131676636,2,Dispute resolution,Political science
C2777989426,2,Channelopathy,Medicine
C68010082,2,Delaunay triangulation,Mathematics
C154456304,4,FOXA1,Biology
C2778792376,3,Overeating,Medicine
C44670240,2,Habit,Psychology
C101973423,4,Von Neumann entropy,Physics
C2993601171,3,World heritage,Geography
C2778218704,2,"1,3,5-Triazine",Chemistry
C2779683630,4,Protein C deficiency,Medicine
C2781255401,3,Hypogonadotropic hypogonadism,Medicine
C42992933,3,Task parallelism,Computer science
C2778456998,3,Instructional leadership,Sociology
C86040059,3,Charm quark,Physics
C2777062983,4,Adipose triglyceride lipase,Biology
C2780114079,3,Uranus,Physics
C190446060,4,Germ line development,Biology
C2778658803,5,Pegfilgrastim,Medicine
C2781046861,2,Hydrogen cyanide,Chemistry
C167984511,5,Brown clustering,Computer science
C148976360,5,Information security management,Computer science
C2777734684,4,Blumeria graminis,Biology
C2780107948,3,Acetabular fracture,Medicine
C2777935177,2,Foster care,Sociology
C2779965356,3,Astrogliosis,Medicine
C28165981,3,Aldolase A,Biology
C2992260121,3,Bridge deck,Engineering
C2776878729,4,Laves phase,Materials science
C2993788577,2,Gossypium hirsutum,Biology
C2779846462,3,Lepromatous leprosy,Medicine
C163996819,4,Frequency-shift keying,Engineering
C44000306,2,Hinge,Engineering
C53122370,4,CD18,Biology
C125907379,2,Ballast,Engineering
C2992692617,3,Juvenile chronic arthritis,Medicine
C2779196318,3,Hypopharyngeal cancer,Medicine
C181635281,4,Magnetic force microscope,Physics
C507311573,2,Psychiatric assessment,Medicine
C151300846,2,Submanifold,Mathematics
C2777649898,2,Evans Blue,Medicine
C160937034,2,Trace fossil,Geology
C194108754,3,Surfactant protein A,Medicine
C98343798,2,Curvilinear coordinates,Mathematics
C199491388,4,Long terminal repeat,Biology
C3019144022,2,Questions and answers,Philosophy
C166386157,4,Short-time Fourier transform,Mathematics
C105161833,2,Lightning arrester,Engineering
C2778863441,4,MECP2,Biology
C127573956,2,Tonic (physiology),Medicine
C2778135664,3,Open economy,Economics
C2779665388,4,Androgen deficiency,Medicine
C3020000666,2,Bench to bedside,Medicine
C83822299,4,Peierls stress,Physics
C147490343,3,Worker bee,Biology
C2780862049,5,BET inhibitor,Medicine
C53250935,5,Quantum geometry,Physics
C2776735236,4,Glycogen storage disease type II,Medicine
C2776892627,2,Insufflation,Medicine
C148736943,3,Hatchling,Biology
C42272142,4,Distance Vector Multicast Routing Protocol,Computer science
C2778498626,2,Sheep milk,Biology
C166408148,2,Hydrographic survey,Geography
C58793620,5,HDAC4,Biology
C206912223,5,COPI,Biology
C103623929,3,Nest box,Biology
C2780313371,3,Aeromonas,Biology
C39302471,3,Offshoring,Business
C85841341,2,Octave (electronics),Engineering
C2781259832,2,Self-help,Psychology
C88407732,3,Sum rule in quantum mechanics,Physics
C2775952280,2,Silicone oil,Chemistry
C2777759810,3,Lemma (botany),Biology
C137610916,3,Gumbel distribution,Mathematics
C30730545,2,Legal history,History
C2909272587,4,JAK2 V617F,Medicine
C3018723549,3,Arterial spin labeling,Medicine
C124964019,3,Precursor cell,Biology
C2779687958,4,Glutenin,Biology
C7341990,4,PPAR agonist,Medicine
C2908979688,3,Acute otitis media,Medicine
C2984692560,2,Integrated optics,Engineering
C2778816673,3,Essential amino acid,Biology
C2778057375,4,Cultural tourism,Business
C174191939,4,Quasi-phase-matching,Physics
C2780880470,2,Masseter muscle,Medicine
C2780007248,2,Apocynaceae,Biology
C540751848,2,Internship,Business
C99535661,4,Hepatocyte nuclear factors,Biology
C194571728,2,Asynchronous Transfer Mode,Computer science
C2778145968,2,Babesiosis,Medicine
C2776812455,4,Grain Boundary Sliding,Materials science
C2776698514,2,Sciatica,Medicine
C2778716261,4,Irreversible electroporation,Medicine
C2776555163,5,Chorionic villus sampling,Medicine
C2992231244,2,Black tea,Biology
C2780623815,3,Dravet syndrome,Medicine
C2776710957,5,Direct thrombin inhibitor,Medicine
C92546971,2,Controlled atmosphere,Engineering
C165323707,5,Switched mesh,Computer science
C2780500402,2,Non-human,Biology
C140149449,4,FOXO1,Biology
C114275822,3,Linear dynamical system,Mathematics
C2776418194,4,Bluetooth Low Energy,Computer science
C2993415550,3,Staging system,Medicine
C87414783,3,Degree distribution,Mathematics
C80551277,2,Coordinate system,Mathematics
C123419017,4,Torpedo,Engineering
C2780497573,5,Photoinduced charge separation,Chemistry
C177409738,4,Multiple patterning,Engineering
C2776314099,2,Klinefelter syndrome,Medicine
C2780283210,4,HES1,Biology
C2775988433,3,VisSim,Computer science
C2780374147,3,Nephrostomy,Medicine
C2779227729,2,Indo-Pacific,Geography
C143575951,4,Strouhal number,Physics
C2994142871,3,Oxygen delivery,Medicine
C179345704,5,Magnetic Prandtl number,Physics
C2779358675,3,Respiratory monitoring,Medicine
C2781400828,3,Hair analysis,Medicine
C2777993257,3,Cryo-electron tomography,Biology
C2779114481,2,Learning Management,Computer science
C2780902700,4,Carbon dioxide laser,Physics
C2993319417,3,Coal fired,Engineering
C2778619154,3,Spermiogenesis,Biology
C35035537,5,Testicular sperm extraction,Medicine
C2777915650,5,Streptomycetaceae,Biology
C3018112808,2,Continuous infusion,Medicine
C29323129,3,Hypoxic pulmonary vasoconstriction,Medicine
C2992142144,2,Solar radio,Physics
C2781099003,3,High-temperature corrosion,Materials science
C2780838347,2,Intellectual capital,Business
C133927893,4,Troponin C,Biology
C2780980493,2,Built-in self-test,Engineering
C11878816,5,Antihydrogen,Physics
C87115717,3,Substance dependence,Medicine
C2908559789,3,Tricuspid Valve Insufficiency,Medicine
C45768438,3,Numerical cognition,Psychology
C2909956956,3,Gingival inflammation,Medicine
C2908909779,3,Acute myocarditis,Medicine
C146470893,3,Alkali soil,Environmental science
C2779471803,5,Triiodide,Chemistry
C500400820,3,Thulium,Chemistry
C2777102633,4,Muller glia,Biology
C3019079563,2,Skin temperature,Medicine
C2780222010,3,Proximal tubule,Medicine
C134949993,2,Pencil (optics),Physics
C2779567548,5,Mouse hepatitis virus,Biology
C3020618081,2,Hair growth,Biology
C2994302886,3,Mangrove ecosystem,Environmental science
C2779705648,3,Throughfall,Environmental science
C132312353,3,Green's function,Mathematics
C78780426,2,Deregulation,Economics
C129785596,2,Chebyshev polynomials,Mathematics
C157909335,3,Black-body radiation,Physics
C198521697,4,Pass transistor logic,Engineering
C155977592,2,Stereo microscope,Engineering
C75403996,2,Garbage,Environmental science
C132378524,2,Pseudopotential,Physics
C36442339,4,Yeast in winemaking,Biology
C2780203522,4,Maturity onset diabetes of the young,Medicine
C153056533,3,Magnetic bearing,Engineering
C2778362869,3,Golden hamster,Biology
C3018061469,5,Pandemic influenza,Medicine
C102900547,2,Cosmochemistry,Chemistry
C177586851,4,Aquaporin 1,Biology
C2992581537,2,Emergency surgery,Medicine
C2780138302,2,Microtus,Biology
C121923324,3,Subsoil,Geology
C541310201,3,Shot peening,Engineering
C87813535,5,Agile Unified Process,Computer science
C2965452,4,Energy crop,Environmental science
C98306654,3,Spectral theory,Mathematics
C202101335,4,Neurocomputational speech processing,Computer science
C2780549717,3,Human head,Biology
C2993443003,3,Erythrocyte membrane,Biology
C63981117,3,Sound intensity,Physics
C2776182711,2,Creative industries,Business
C122700484,5,Exponential integrator,Mathematics
C195697387,5,Grid-connected photovoltaic power system,Engineering
C133465062,3,Vapor–liquid–solid method,Materials science
C2777132076,2,Sulcus,Medicine
C68592252,5,RNA Helicase A,Biology
C2778413813,3,Dimethyl sulfide,Chemistry
C2992404166,3,Ice caps,Geography
C93082080,4,Semi-implicit Euler method,Mathematics
C2993850768,2,Arachis hypogaea,Biology
C2993907526,2,Aqueous extract,Chemistry
C173815673,2,Abyssal zone,Biology
C161491579,3,Commutative ring,Mathematics
C205860874,4,Transverse relaxation-optimized spectroscopy,Physics
C115667082,3,Invariant measure,Mathematics
C2779698670,5,Endothelial NOS,Medicine
C2781434637,3,Shotgun,Engineering
C190743814,5,Long-period fiber grating,Engineering
C175742284,4,Prototype filter,Engineering
C2993873987,3,Wound closure,Medicine
C107309635,3,Leadership,Psychology
C2776822972,4,Lipopolysaccharide binding protein,Biology
C2778733479,4,Jatropha,Biology
C2780744430,5,SDHB,Medicine
C2988389982,3,Braking system,Engineering
C48342290,3,Centriole,Biology
C137982476,5,Open Biomedical Ontologies,Medicine
C203269682,3,p-Laplacian,Mathematics
C104264131,2,Isopropyl,Chemistry
C2781446133,5,Photomorphogenesis,Biology
C2780882860,3,Anti-thymocyte globulin,Medicine
C2780335910,5,Ectomycorrhiza,Biology
C205044023,4,Anxiogenic,Psychology
C129880937,3,Multiprotocol Label Switching,Computer science
C2780940807,3,Lovastatin,Medicine
C2780962900,3,Astaxanthin,Chemistry
C2780321258,3,21-Hydroxylase,Medicine
C3018579778,3,Chronic stroke,Medicine
C170442971,3,Cosmic string,Physics
C142757542,2,Soundproofing,Engineering
C193943012,3,Spin-flip,Physics
C2778682295,3,Meat tenderness,Biology
C140479938,2,Iterated function,Mathematics
C35797730,2,Wave model,Physics
C2916875,3,Rayleigh–Taylor instability,Physics
C34742353,2,Microsecond,Physics
C2777673361,2,Disadvantage,Sociology
C2994432733,3,Coronary disease,Medicine
C59919367,3,Effective atomic number,Physics
C2779072382,3,Muon capture,Physics
C2778249599,4,Routing and wavelength assignment,Computer science
C2779289580,3,Shock metamorphism,Geology
C2778059233,2,Water injection (oil production),Engineering
C2777155165,2,Thermometer,Physics
C2776246950,3,Sublingual gland,Medicine
C71995715,3,Flavoprotein,Biology
C2781309322,3,Cardiorenal syndrome,Medicine
C2780841897,2,Digital manufacturing,Engineering
C2992837615,2,Insecticide resistance,Biology
C2780210234,2,Action plan,Business
C12521501,4,Bioaugmentation,Environmental science
C2780977465,3,Bronchial artery,Medicine
C178297102,3,Private equity fund,Business
C2775889985,3,Labrum,Medicine
C165912504,4,AMP deaminase,Biology
C2994102857,3,Vibrational spectrum,Physics
C2781257293,3,Grass carp,Biology
C83360876,5,CCL20,Biology
C2779725882,4,Canakinumab,Medicine
C2776704645,5,Bumblebee,Biology
C141814087,4,Kunitz STI protease inhibitor,Biology
C3019796121,2,Case presentation,Medicine
C24404364,3,Probabilistic analysis of algorithms,Computer science
C2777810641,4,Infectious bursal disease,Medicine
C2908888204,4,Intraoperative radiotherapy,Medicine
C2777692091,4,Brucella melitensis,Biology
C2780155452,2,Nonylphenol,Chemistry
C2780835560,3,Protamine,Biology
C514090530,3,Medical malpractice,Medicine
C2779055493,3,Oxygenator,Medicine
C2776883082,2,Dry eyes,Medicine
C2777319248,3,Geriatric oncology,Medicine
C2776493296,3,Reference software,Computer science
C170350167,2,Second-language acquisition,Psychology
C192423722,4,Global symmetry,Physics
C2992916681,2,Vacuum ultraviolet,Physics
C2777877232,4,Immunogenic cell death,Medicine
C102439081,3,Classical XY model,Physics
C2910478007,4,Enteropathogenic Escherichia coli,Medicine
C2777929519,2,Patient education,Medicine
C2991913917,2,Skin flap,Medicine
C147252523,3,Purebred,Biology
C2779824493,3,Dupilumab,Medicine
C117740565,2,Hypervelocity,Physics
C3017588708,2,Audio visual,Art
C80892491,3,Noether's theorem,Physics
C67809727,4,Dissipative soliton,Physics
C10880902,5,Interplanetary scintillation,Physics
C3017485454,2,Central asia,Geography
C89106044,3,Likelihood function,Mathematics
C2778919576,4,Sabinene,Chemistry
C117935615,3,Holocene climatic optimum,Environmental science
C2776265613,4,Enterobacter aerogenes,Biology
C2778222588,4,Yersinia pestis,Biology
C144494922,3,Likelihood ratios in diagnostic testing,Medicine
C2780947638,2,Pyoderma,Medicine
C176303035,4,Gs alpha subunit,Biology
C2781042741,4,Growth hormone–releasing hormone,Medicine
C2911022245,5,Lipoprotein particle,Biology
C2986187985,2,Driving simulation,Computer science
C2781089062,3,Chenodeoxycholic acid,Medicine
C2910002191,2,Aversive Stimulus,Psychology
C59241245,4,Web application security,Computer science
C534701709,2,Old Testament,History
C2983338891,3,Great barrier reef,Environmental science
C2778856562,2,Acute abdomen,Medicine
C2776791281,4,Translocator protein,Biology
C88583849,4,Credit channel,Economics
C30399818,2,Casing,Engineering
C2779110727,3,Burkholderia pseudomallei,Medicine
C37935115,4,Lyapunov redesign,Engineering
C31241831,3,Allelopathy,Biology
C20309002,2,Oil refinery,Engineering
C2778993383,5,FANCA,Medicine
C93240960,3,Acoustic source localization,Engineering
C2781378642,4,Idiopathic interstitial pneumonia,Medicine
C3020690005,2,Trade union,Political science
C199594403,5,List coloring,Mathematics
C2778086583,4,Deceleration parameter,Physics
C2778036281,2,Phytic acid,Chemistry
C3175096,4,ALDH2,Chemistry
C27518888,4,Business informatics,Computer science
C151449025,4,Bottom quark,Physics
C202438428,5,Somatic cell nuclear transfer,Biology
C183282558,3,Kimberlite,Geology
C2909720056,2,Electromagnetics,Physics
C141268709,3,River mouth,Geography
C2780851533,4,Spinacia,Biology
C60761834,3,Mass attenuation coefficient,Physics
C3017605391,2,Consensus conference,Political science
C2776461190,3,Word2vec,Computer science
C176285220,2,Transcellular,Biology
C142039133,5,Personalized learning,Psychology
C152068911,3,Drilling fluid,Engineering
C2779952263,3,Rhodococcus,Biology
C119851462,3,Nuclear Overhauser effect,Physics
C91522604,5,Color depth,Computer science
C2775995474,3,Sea turtle,Biology
C2777340749,2,Lottery,Economics
C89389743,5,P700,Biology
C176730311,3,Multiple choice,Psychology
C112353826,4,Active contour model,Computer science
C5098756,3,Protein disulfide-isomerase,Biology
C173636693,3,Homotopy analysis method,Mathematics
C12439846,3,Database theory,Computer science
C2096984,5,Cyclic code,Mathematics
C65916561,3,"Science, technology, society and environment education",Sociology
C147007100,4,External auditor,Business
C98536072,2,Extraterrestrial life,Biology
C204641814,4,Glycobiology,Biology
C2781167935,2,Palpation,Medicine
C134659918,4,Intercellular adhesion molecule,Biology
C51445715,5,Hormone response element,Biology
C2780181341,3,Inflammatory myopathy,Medicine
C175961577,3,Acceptable daily intake,Medicine
C2777490804,5,Chromoendoscopy,Medicine
C2778689640,2,Anticholinergic,Medicine
C2992270614,3,Membrane permeability,Biology
C2777598771,2,Educational data mining,Computer science
C41866144,2,Industrialisation,Economics
C103652617,5,Homeobox A1,Biology
C111902132,2,Skin conductance,Psychology
C2779265402,2,Apartment,Geography
C2780196728,2,Scratching,Art
C153720581,2,Generalized linear mixed model,Mathematics
C2780908991,2,Hypochlorous acid,Chemistry
C2911202600,3,Taenia solium,Biology
C60723119,5,Trans-acting siRNA,Biology
C2781041963,4,Computation offloading,Computer science
C2776599375,3,Penaeus,Biology
C2779379759,2,Optimal tax,Economics
C146847952,5,Colpitts oscillator,Engineering
C33971717,4,Cold pressor test,Medicine
C193201615,3,Triatomic molecule,Chemistry
C524211801,2,Legal education,Political science
C144898412,3,Photonic metamaterial,Physics
C2909925829,5,Pancreatic Intraepithelial Neoplasia,Medicine
C11135259,2,Length scale,Physics
C82843974,3,Interest rate parity,Economics
C548314002,5,Microarray databases,Computer science
C2778750056,4,mdx mouse,Biology
C199004533,2,Balanced scorecard,Business
C202682190,3,Insular biogeography,Biology
C116681429,3,Aircraft noise,Environmental science
C171156812,3,Flame ionization detector,Chemistry
C152563557,3,Strategic thinking,Business
C39637292,3,Complexity class,Computer science
C2780118021,3,Transcutaneous electrical nerve stimulation,Medicine
C53537400,3,Numeracy,Mathematics
C141812795,3,Power module,Engineering
C27253355,5,Histone deacetylase 5,Biology
C2779459076,4,Ochratoxin,Chemistry
C2779403975,4,Caveolin,Biology
C115033672,4,Integrated gasification combined cycle,Engineering
C164495641,5,Solar cycle 23,Physics
C24428623,3,Carboxylation,Chemistry
C41431624,3,Block size,Computer science
C99194444,3,Thrombospondin 1,Medicine
C123665754,3,Lemur,Biology
C64089585,2,Informal sector,Economics
C2780627266,3,Carboxy-lyases,Chemistry
C191709040,5,FGF1,Biology
C2776855358,5,Condensed tannin,Chemistry
C2778889330,4,Enterovirus 71,Medicine
C65154329,3,Electron nuclear double resonance,Physics
C2780505102,3,Photosynthetic pigment,Biology
C2778925954,3,Stability criterion,Mathematics
C2994504213,5,Olefin metathesis,Chemistry
C6968784,3,Efficiency wage,Economics
C2777153885,3,Transparent ceramics,Materials science
C86827895,4,Opportunistic reasoning,Computer science
C6101204,5,Robot locomotion,Engineering
C2778287000,4,East African Rift,Geology
C27753989,2,Superposition principle,Physics
C2778229996,2,Castor oil,Chemistry
C2781463296,2,Orofacial pain,Medicine
C2776990098,2,Misinformation,Sociology
C2779567845,2,Caustic (mathematics),Mathematics
C204201278,3,Voice activity detection,Computer science
C2780477921,2,Chewiness,Materials science
C2780487920,3,Eustachian tube,Medicine
C173110770,3,Affine space,Mathematics
C3018407478,3,Counter terrorism,Political science
C2780574415,4,Impella,Medicine
C2776471321,4,Peptide library,Biology
C57945734,3,Weak convergence,Mathematics
C2776294918,2,Aging in place,Sociology
C186763157,5,Hermite spline,Mathematics
C200518788,3,Hough transform,Computer science
C2776836400,2,Calculator,Computer science
C190890723,4,Chemostratigraphy,Geology
C2776082207,3,Perciformes,Biology
C53163501,3,Cross-flow filtration,Engineering
C200784783,5,Voltage-dependent anion channel,Biology
C98014903,2,Financial ratio,Business
C2777892804,4,Arrhythmogenic right ventricular dysplasia,Medicine
C2780827033,2,Tetrazole,Chemistry
C2779631380,3,Beck Depression Inventory,Psychology
C2776880047,4,Mecamylamine,Medicine
C2780829489,3,Cyanocobalamin,Medicine
C2781099447,3,Inner plexiform layer,Biology
C2780395018,4,Semen cryopreservation,Medicine
C2778496505,4,Hydrodeoxygenation,Chemistry
C192562157,2,Rhetorical question,Philosophy
C2780186607,5,Levonorgestrel,Medicine
C4305246,2,Least significant bit,Computer science
C2779279270,2,Pharyngitis,Medicine
C196330066,5,Vesicle fusion,Biology
C161997846,5,Bioluminescence imaging,Medicine
C129364497,2,Prognostics,Engineering
C108094655,3,Sorting algorithm,Computer science
C2776814158,2,Distributor,Business
C2780299475,4,Microcystin-LR,Chemistry
C108005400,2,Facility location problem,Engineering
